feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105345429	LOC105345429	uncharacterized LOC105345429	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340682	LOC105340682	uncharacterized LOC105340682	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332195	LOC105332195	RNA binding protein fox-1 homolog 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328437	LOC105328437	longitudinals lacking protein, isoforms H/M/V	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269472	LOC136269472	calmodulin-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688749	LOC117688749	uncharacterized LOC117688749	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345805	LOC105345805	FMRFamide receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343705	LOC105343705	uncharacterized LOC105343705	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338789	LOC105338789	WD repeat-containing protein 90	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325513	LOC105325513	translocating chain-associated membrane protein 1-like 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348811	LOC105348811	laminin subunit beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334178	LOC105334178	solute carrier organic anion transporter family member 4A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336108	LOC105336108	xaa-Arg dipeptidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335722	LOC105335722	high affinity copper uptake protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273928	LOC136273928	uncharacterized LOC136273928	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331784	LOC105331784	importin subunit alpha-4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325441	LOC105325441	uncharacterized LOC105325441	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339966	LOC105339966	uncharacterized LOC105339966	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324833	LOC105324833	protein brambleberry	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690891	LOC117690891	uncharacterized LOC117690891	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335787	LOC105335787	protein XRP2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344728	LOC105344728	splicing factor 3B subunit 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273535	LOC136273535	uncharacterized LOC136273535	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348988	LOC105348988	double-strand break repair protein MRE11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319166	LOC105319166	EF-hand calcium-binding domain-containing protein 4B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324513	LOC105324513	uncharacterized LOC105324513	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343142	LOC105343142	endoplasmic reticulum metallopeptidase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270253	LOC136270253	uncharacterized LOC136270253	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688869	LOC117688869	ankyrin repeat and SOCS box protein 14-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272164	LOC136272164	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683262	LOC117683262	uncharacterized LOC117683262	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322689	LOC105322689	uncharacterized LOC105322689	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336080	LOC105336080	ryncolin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274934	LOC136274934	tripartite motif-containing protein 43A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322375	LOC105322375	UDP-N-acetylglucosamine transporter	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336236	LOC105336236	Fanconi anemia group J protein homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274498	LOC136274498	meiosis-specific nuclear structural protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683784	LOC117683784	uncharacterized LOC117683784	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347397	LOC105347397	histone acetyltransferase KAT6B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334039	LOC105334039	fatty acid synthase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343297	LOC105343297	uncharacterized LOC105343297	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619034	LOC109619034	uncharacterized LOC109619034	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682918	LOC117682918	uncharacterized LOC117682918	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319705	LOC105319705	beta-1,3-galactosyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684797	LOC117684797	uncharacterized LOC117684797	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317922	LOC105317922	meprin A subunit beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685730	LOC117685730	heat shock 70 kDa protein 12B-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345476	LOC105345476	protein Njmu-R1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336561	LOC105336561	uncharacterized LOC105336561	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324695	LOC105324695	uncharacterized LOC105324695	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344671	LOC105344671	neuroendocrine convertase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683318	LOC117683318	uncharacterized LOC117683318	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318378	LOC105318378	tRNA methyltransferase 10 homolog A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323716	LOC105323716	uncharacterized LOC105323716	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321015	LOC105321015	testis-expressed protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275320	LOC136275320	interferon-induced protein 44-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337639	LOC105337639	retrovirus-related Pol polyprotein from transposon 297	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320209	LOC105320209	transcriptional repressor protein YY1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319995	LOC105319995	uncharacterized LOC105319995	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348460	LOC105348460	LIM/homeobox protein Lhx3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343706	LOC105343706	beta-1,3-glucosyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347169	LOC105347169	high-affinity choline transporter 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691117	LOC117691117	sterile alpha motif domain-containing protein 9-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273056	LOC136273056	uncharacterized LOC136273056	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339469	LOC105339469	cilia- and flagella-associated protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322334	LOC105322334	phosphoinositide 3-kinase adapter protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683078	LOC117683078	uncharacterized LOC117683078	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320743	LOC105320743	transcription factor Sp3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339696	LOC105339696	uncharacterized LOC105339696	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341923	LOC105341923	nuclear pore complex protein Nup160	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333470	LOC105333470	dynein regulatory complex protein 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272953	LOC136272953	uncharacterized LOC136272953	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341896	LOC105341896	uncharacterized LOC105341896	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346835	LOC105346835	uncharacterized LOC105346835	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328569	LOC105328569	cyclin-G-associated kinase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335109	LOC105335109	ubiquitin-like-conjugating enzyme ATG10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691431	LOC117691431	tyrosine--tRNA ligase, cytoplasmic-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348065	LOC105348065	DNA topoisomerase 3-alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339388	LOC105339388	solute carrier organic anion transporter family member 1A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319777	LOC105319777	uncharacterized LOC105319777	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328744	LOC105328744	PHD finger protein 20-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319359	LOC105319359	glutamic acid-rich protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271738	LOC136271738	uncharacterized LOC136271738	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320291	LOC105320291	uncharacterized LOC105320291	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338880	LOC105338880	L-2-hydroxyglutarate dehydrogenase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271419	LOC136271419	uncharacterized LOC136271419	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325228	LOC105325228	uncharacterized LOC105325228	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347524	LOC105347524	prestin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618917	LOC109618917	uncharacterized LOC109618917	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273034	LOC136273034	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320782	LOC105320782	serine/arginine repetitive matrix protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272185	LOC136272185	uncharacterized LOC136272185	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322055	LOC105322055	fibroleukin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344312	LOC105344312	short-chain specific acyl-CoA dehydrogenase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332310	LOC105332310	ubiquitin carboxyl-terminal hydrolase 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346802	LOC105346802	carbonic anhydrase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341619	LOC105341619	synapse differentiation-inducing gene protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689761	LOC117689761	uncharacterized LOC117689761	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327046	LOC105327046	uncharacterized LOC105327046	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343429	LOC105343429	peroxiredoxin-6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327891	LOC105327891	protein draper-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275463	LOC136275463	uncharacterized LOC136275463	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319223	LOC105319223	beta-secretase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338588	LOC105338588	COMM domain-containing protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325785	LOC105325785	small ribosomal subunit protein uS7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325961	LOC105325961	uncharacterized LOC105325961	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348899	LOC105348899	failed axon connections homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317173	LOC105317173	uncharacterized protein PF3D7_1120000	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328294	LOC105328294	uncharacterized LOC105328294	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322849	LOC105322849	E3 ubiquitin-protein ligase RNF166	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274450	LOC136274450	uncharacterized LOC136274450	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686109	LOC117686109	uncharacterized LOC117686109	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333439	LOC105333439	uncharacterized LOC105333439	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338735	LOC105338735	neprilysin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328829	LOC105328829	contactin-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337780	LOC105337780	uncharacterized LOC105337780	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343963	LOC105343963	ceramide synthase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342448	LOC105342448	polypeptide N-acetylgalactosaminyltransferase 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275344	LOC136275344	N-lysine methyltransferase KMT5A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345162	LOC105345162	transformation/transcription domain-associated protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269561	LOC136269561	uncharacterized LOC136269561	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324065	LOC105324065	U2 small nuclear ribonucleoprotein A'	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348121	LOC105348121	cyclic nucleotide-gated channel rod photoreceptor subunit alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320047	LOC105320047	protein FAM72A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683189	LOC117683189	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334863	LOC105334863	heat shock 70 kDa protein 12B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337496	LOC105337496	uncharacterized LOC105337496	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340037	LOC105340037	tripartite motif-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327995	LOC105327995	ubiquitin-associated protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617396	LOC109617396	uncharacterized LOC109617396	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338034	LOC105338034	putative leucine-rich repeat-containing protein DDB_G0290503	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323183	LOC105323183	protocadherin Fat 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332203	LOC105332203	glutaredoxin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692537	LOC117692537	uncharacterized LOC117692537	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340536	LOC105340536	T-cell activation inhibitor, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342693	LOC105342693	FMRF-amide neuropeptides	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338424	LOC105338424	zinc finger CCCH domain-containing protein 15	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341462	LOC105341462	acetylcholine receptor subunit alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328421	LOC105328421	DNA excision repair protein ERCC-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326203	LOC105326203	uncharacterized LOC105326203	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344381	LOC105344381	cell growth regulator with RING finger domain protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326293	LOC105326293	proton-coupled folate transporter	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320194	LOC105320194	uncharacterized LOC105320194	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684676	LOC117684676	galactoside alpha-(1,2)-fucosyltransferase 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319628	LOC105319628	vacuolar protein sorting-associated protein 45	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338435	LOC105338435	nudC domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340435	LOC105340435	diphosphoinositol polyphosphate phosphohydrolase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327989	LOC105327989	U11/U12 small nuclear ribonucleoprotein 48 kDa protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337243	LOC105337243	aquaporin-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336852	LOC105336852	guanine nucleotide-binding protein subunit beta-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269901	LOC136269901	uncharacterized LOC136269901	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348328	LOC105348328	uncharacterized LOC105348328	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339801	LOC105339801	zinc transporter ZIP10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346616	LOC105346616	hyaluronidase-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272711	LOC136272711	uncharacterized LOC136272711	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342752	LOC105342752	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339592	LOC105339592	uncharacterized LOC105339592	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317512	LOC105317512	BTB and MATH domain-containing protein 38	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340701	LOC105340701	visual system homeobox 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690184	LOC117690184	uncharacterized LOC117690184	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329983	LOC105329983	dual specificity protein phosphatase 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326422	LOC105326422	von Willebrand factor A domain-containing protein 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682232	LOC117682232	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321195	LOC105321195	uncharacterized LOC105321195	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334262	LOC105334262	uncharacterized LOC105334262	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321167	LOC105321167	protein AF-10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343754	LOC105343754	uncharacterized LOC105343754	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347090	LOC105347090	uncharacterized LOC105347090	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333634	LOC105333634	tRNA (guanine(10)-N2)-methyltransferase homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322245	LOC105322245	aggrecan core protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332447	LOC105332447	serine/threonine-protein phosphatase 2A activator	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341731	LOC105341731	DENN domain-containing protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328631	LOC105328631	uncharacterized LOC105328631	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692083	LOC117692083	uncharacterized LOC117692083	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320089	LOC105320089	hsc70-interacting protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331919	LOC105331919	peroxisome biogenesis factor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323098	LOC105323098	disintegrin and metalloproteinase domain-containing protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338106	LOC105338106	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336159	LOC105336159	uncharacterized LOC105336159	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680612	LOC117680612	uncharacterized LOC117680612	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325341	LOC105325341	caspase-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347892	LOC105347892	hillarin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326276	LOC105326276	ankyrin repeat and SOCS box protein 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690782	LOC117690782	uncharacterized LOC117690782	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318828	LOC105318828	epithelial membrane protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271564	LOC136271564	uncharacterized LOC136271564	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343630	LOC105343630	uncharacterized LOC105343630	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339374	LOC105339374	monocarboxylate transporter 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336519	LOC105336519	uncharacterized LOC105336519	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687248	LOC117687248	uncharacterized LOC117687248	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320425	LOC105320425	uncharacterized LOC105320425	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322290	LOC105322290	neural cell adhesion molecule L1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336202	LOC105336202	glycine receptor subunit alpha-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337400	LOC105337400	trafficking protein particle complex subunit 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347026	LOC105347026	KICSTOR complex protein ITFG2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271601	LOC136271601	uncharacterized LOC136271601	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337310	LOC105337310	phosducin-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332766	LOC105332766	uncharacterized LOC105332766	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346528	LOC105346528	beta-galactosidase-1-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346649	LOC105346649	F-box/LRR-repeat protein fbxl-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321875	LOC105321875	uncharacterized LOC105321875	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333571	LOC105333571	P protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318399	LOC105318399	membrane progestin receptor beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340946	LOC105340946	xylose isomerase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680301	LOC117680301	uncharacterized LOC117680301	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340615	LOC105340615	dual specificity protein phosphatase CDC14AB	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683162	LOC117683162	uncharacterized LOC117683162	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687190	LOC117687190	uncharacterized LOC117687190	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327715	LOC105327715	uncharacterized LOC105327715	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332837	LOC105332837	uncharacterized LOC105332837	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331385	LOC105331385	calexcitin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330588	LOC105330588	uncharacterized LOC105330588	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338207	LOC105338207	LETM1 domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272465	LOC136272465	protein mab-21-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682585	LOC117682585	uncharacterized LOC117682585	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333092	LOC105333092	tripartite motif-containing protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348509	LOC105348509	active regulator of SIRT1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684539	LOC117684539	bone morphogenetic protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342931	LOC105342931	uncharacterized LOC105342931	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345868	LOC105345868	chordin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326230	LOC105326230	uncharacterized LOC105326230	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331122	LOC105331122	centrosomal protein of 126 kDa	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340497	LOC105340497	alanyl-tRNA editing protein Aarsd1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682980	LOC117682980	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273943	LOC136273943	uncharacterized LOC136273943	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326811	LOC105326811	cyclic AMP-dependent transcription factor ATF-6 beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347077	LOC105347077	uncharacterized LOC105347077	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332304	LOC105332304	ankyrin repeat and SAM domain-containing protein 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330474	LOC105330474	tetratricopeptide repeat protein 29	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344593	LOC105344593	galactose mutarotase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339836	LOC105339836	zinc finger SWIM domain-containing protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319882	LOC105319882	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325680	LOC105325680	methyltransferase-like protein 25B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322462	LOC105322462	craniofacial development protein 1	protein_coding	GCF_963853765.1-RS_2024_06
