feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105331849	LOC105331849	coadhesin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340623	LOC105340623	solute carrier organic anion transporter family member 4A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331176	LOC105331176	uncharacterized LOC105331176	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686575	LOC117686575	uncharacterized LOC117686575	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326166	LOC105326166	tumor necrosis factor ligand superfamily member 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325247	LOC105325247	phosphoserine aminotransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340146	LOC105340146	3'-5' exoribonuclease HELZ2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269604	LOC136269604	ninjurin-A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322102	LOC105322102	cyclic GMP-AMP synthase-like receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341562	LOC105341562	uncharacterized LOC105341562	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333405	LOC105333405	allene oxide synthase-lipoxygenase protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330020	LOC105330020	macrophage-expressed gene 1 protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682043	LOC117682043	E3 ubiquitin-protein ligase TRIM71	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328238	LOC105328238	ornithine aminotransferase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326705	LOC105326705	actin, cytoplasmic	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343197	LOC105343197	methyltransferase-like protein 27	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328505	LOC105328505	uncharacterized protein C6orf163 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322005	LOC105322005	uncharacterized LOC105322005	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335322	LOC105335322	mucin-22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682713	LOC117682713	uncharacterized LOC117682713	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319690	LOC105319690	calponin homology domain-containing protein DDB_G0272472	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330782	LOC105330782	dynein axonemal heavy chain 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272832	LOC136272832	salivary glue protein Sgs-3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329733	LOC105329733	uncharacterized LOC105329733	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321692	LOC105321692	cytochrome P450 2C31-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346268	LOC105346268	protein lin-28 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334278	LOC105334278	beta-1,3-galactosyltransferase brn	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335695	LOC105335695	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690171	LOC117690171	SCO-spondin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332967	LOC105332967	nephrin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319221	LOC105319221	inversin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329107	LOC105329107	uncharacterized LOC105329107	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337187	LOC105337187	uncharacterized LOC105337187	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338556	LOC105338556	uncharacterized LOC105338556	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341931	LOC105341931	ras-related protein Rab-11A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345591	LOC105345591	D-beta-hydroxybutyrate dehydrogenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320731	LOC105320731	cadherin EGF LAG seven-pass G-type receptor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338236	LOC105338236	uncharacterized LOC105338236	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317444	LOC105317444	uncharacterized LOC105317444	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271238	LOC136271238	cytochrome P450 4F2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345634	LOC105345634	sequestosome-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349072	LOC105349072	arylsulfatase B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688965	LOC117688965	uncharacterized LOC117688965	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318618	LOC105318618	uncharacterized LOC105318618	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318549	LOC105318549	acyl-CoA 6-desaturase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329780	LOC105329780	uncharacterized LOC105329780	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321152	LOC105321152	inter-alpha-trypsin inhibitor heavy chain H4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341503	LOC105341503	double-stranded RNA-specific adenosine deaminase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327173	LOC105327173	ultra-long-chain fatty acid omega-hydroxylase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322313	LOC105322313	phosphoglycerate kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330723	LOC105330723	uncharacterized protein PF3D7_1120000	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347597	LOC105347597	laminin subunit alpha lam-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339703	LOC105339703	sperm axonemal maintenance protein CFAP97D1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338805	LOC105338805	fatty acid synthase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334009	LOC105334009	cilia- and flagella-associated protein 251	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347063	LOC105347063	uncharacterized LOC105347063	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345533	LOC105345533	uncharacterized LOC105345533	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323588	LOC105323588	oligodendrocyte transcription factor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272885	LOC136272885	uncharacterized LOC136272885	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348239	LOC105348239	uncharacterized LOC105348239	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272366	LOC136272366	AAC-rich mRNA clone AAC4 protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342577	LOC105342577	fer-related kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348180	LOC105348180	sodium- and chloride-dependent GABA transporter 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327626	LOC105327626	uncharacterized LOC105327626	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318887	LOC105318887	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692149	LOC117692149	placenta-specific gene 8 protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330830	LOC105330830	uncharacterized LOC105330830	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346258	LOC105346258	uncharacterized LOC105346258	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327082	LOC105327082	uncharacterized LOC105327082	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321815	LOC105321815	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619902	LOC109619902	uncharacterized LOC109619902	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324920	LOC105324920	uncharacterized LOC105324920	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335332	LOC105335332	protein Flattop homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318387	LOC105318387	SPRY domain-containing SOCS box protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348055	LOC105348055	calpain-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319426	LOC105319426	acanthoscurrin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344292	LOC105344292	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340648	LOC105340648	cystatin-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321987	LOC105321987	protein odd-skipped-related 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337928	LOC105337928	uncharacterized LOC105337928	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320062	LOC105320062	dynein heavy chain domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329072	LOC105329072	transcriptional repressor scratch 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338955	LOC105338955	transgelin-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338616	LOC105338616	glycine cleavage system H protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337551	LOC105337551	WAP four-disulfide core domain protein 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319445	LOC105319445	dynein axonemal heavy chain 6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329514	LOC105329514	kelch-like protein 9	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325629	LOC105325629	uncharacterized LOC105325629	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319519	LOC105319519	uncharacterized LOC105319519	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317125	LOC105317125	phospholipid scramblase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327327	LOC105327327	uncharacterized LOC105327327	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344606	LOC105344606	uncharacterized LOC105344606	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323723	LOC105323723	eukaryotic initiation factor 4A-I	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320968	LOC105320968	carboxypeptidase A2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341754	LOC105341754	thyroid receptor-interacting protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343858	LOC105343858	protein toll	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326683	LOC105326683	mitotic apparatus protein p62	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338051	LOC105338051	uncharacterized LOC105338051	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271310	LOC136271310	uncharacterized LOC136271310	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332545	LOC105332545	uncharacterized LOC105332545	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326565	LOC105326565	uncharacterized LOC105326565	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323670	LOC105323670	uncharacterized LOC105323670	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326995	LOC105326995	sperm microtubule associated protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318227	LOC105318227	uncharacterized LOC105318227	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274309	LOC136274309	interferon-induced protein 44-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335792	LOC105335792	uncharacterized LOC105335792	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335863	LOC105335863	adipose-secreted signaling protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345797	LOC105345797	fibrinogen-binding protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344176	LOC105344176	pancreatic triacylglycerol lipase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340188	LOC105340188	methylenetetrahydrofolate reductase (NADPH)	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338306	LOC105338306	uncharacterized LOC105338306	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317886	LOC105317886	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327481	LOC105327481	uncharacterized LOC105327481	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337767	LOC105337767	uncharacterized LOC105337767	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329405	LOC105329405	uncharacterized LOC105329405	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271934	LOC136271934	deleted in malignant brain tumors 1 protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324798	LOC105324798	uncharacterized LOC105324798	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337716	LOC105337716	basic leucine zipper transcriptional factor ATF-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346967	LOC105346967	furin-like protease kpc-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344939	LOC105344939	uncharacterized LOC105344939	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323261	LOC105323261	endoplasmic reticulum chaperone BiP	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337429	LOC105337429	sperm microtubule associated protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692100	LOC117692100	receptor-type tyrosine-protein phosphatase gamma	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340493	LOC105340493	zinc finger CCCH domain-containing protein 11A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318967	LOC105318967	uncharacterized LOC105318967	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318922	LOC105318922	steroid hormone receptor ERR2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343460	LOC105343460	F-box only protein 36	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329863	LOC105329863	germ cell nuclear acidic protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339560	LOC105339560	uncharacterized LOC105339560	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686899	LOC117686899	ATP-dependent DNA helicase RecQ-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680973	LOC117680973	uncharacterized LOC117680973	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330536	LOC105330536	uncharacterized LOC105330536	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322174	LOC105322174	choline transporter-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327152	LOC105327152	uncharacterized LOC105327152	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318133	LOC105318133	uncharacterized PPE family protein PPE21-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347548	LOC105347548	homeobox protein Nkx-2.5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322838	LOC105322838	uncharacterized LOC105322838	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684704	LOC117684704	uncharacterized LOC117684704	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324775	LOC105324775	RNA-binding protein 24-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343195	LOC105343195	methyltransferase-like protein 27	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338111	LOC105338111	uncharacterized LOC105338111	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318765	LOC105318765	switch-associated protein 70	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347833	LOC105347833	uncharacterized LOC105347833	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331924	LOC105331924	toll-like receptor 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324528	LOC105324528	perlucin-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328340	LOC105328340	cilia- and flagella-associated protein 91	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334667	LOC105334667	cytochrome P450 2B4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345400	LOC105345400	uncharacterized LOC105345400	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326108	LOC105326108	ankyrin repeat domain-containing protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332098	LOC105332098	protein mono-ADP-ribosyltransferase PARP14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341394	LOC105341394	fas apoptotic inhibitory molecule 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343239	LOC105343239	thiopurine S-methyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276031	LOC136276031	uncharacterized LOC136276031	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687527	LOC117687527	uncharacterized LOC117687527	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324817	LOC105324817	uncharacterized LOC105324817	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345480	LOC105345480	probable ATP-dependent RNA helicase DDX46	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343487	LOC105343487	cyclin-L1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321207	LOC105321207	uncharacterized LOC105321207	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328790	LOC105328790	uncharacterized LOC105328790	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680292	LOC117680292	tektin-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317544	LOC105317544	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273294	LOC136273294	uncharacterized LOC136273294	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328460	LOC105328460	zinc finger transcription factor lin-29	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335618	LOC105335618	uncharacterized LOC105335618	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341493	LOC105341493	PIN2/TERF1-interacting telomerase inhibitor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328089	LOC105328089	uncharacterized LOC105328089	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269646	LOC136269646	sentrin-specific protease 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321252	LOC105321252	collagen alpha-1(XII) chain	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323879	LOC105323879	putative inhibitor of apoptosis	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343391	LOC105343391	isocitrate dehydrogenase [NADP], mitochondrial-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331976	LOC105331976	transmembrane cell adhesion receptor mua-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334406	LOC105334406	uncharacterized LOC105334406	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343080	LOC105343080	ectodysplasin-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321724	LOC105321724	uncharacterized LOC105321724	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321485	LOC105321485	uncharacterized LOC105321485	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339827	LOC105339827	dynein axonemal heavy chain 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269699	LOC136269699	glycine receptor subunit beta-type 4-like	protein_coding	GCF_963853765.1-RS_2024_06
